Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.80310706,25.78057859,24.98285596,24.18598856,23.3771269,22.55681375,21.73816125,20.92096944,20.10547686,19.29169921,18.47965037,17.66914391,16.86040266,16.05344168,15.24827559,14.44473346,13.6430225,12.8668456,12.17017227,11.47563902,10.78376141,..
Afghanistan,AFG,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.26863594,31.26863594,30.39016941,29.51170287,28.63323633,27.75476979,26.87630326,25.99783672,25.11937018,24.24090365,23.36243711,22.48397057,21.60550404,20.7270375,19.84857096,18.97010442,18.09163789,17.21317135,16.33470481,15.45623828,14.57777174,..
Afghanistan,AFG,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.513092035,6.513092035,6.099646008,5.686199981,5.272753954,4.859307927,4.4458619,4.032415873,3.618969846,3.205523819,2.792077792,2.378631765,1.965185738,1.551739712,1.138293685,0.724847658,0.311401631,0,0,0,0,..
Afghanistan,AFG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.17141501,28.19936611,30.23638459,32.27372204,34.32855936,36.40150061,38.47545989,40.87574634,43.31114546,45.78160949,48.28708366,50.8278463,53.4035172,56.01404291,58.65937353,61.33978081,64.0548831,66.80870335,69.60193058,72.43421885,75.09141325,..
Afghanistan,AFG,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.10572465,52.10572465,54.24961588,56.39350711,58.53739835,60.68128958,62.82518082,65.36805041,67.93725149,70.53278405,73.15464811,75.80284365,78.47737069,81.17822921,83.90541922,86.65894072,89.43879371,92.24497819,95.07749415,97.93634161,100,..
Afghanistan,AFG,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.38999673,21.38999673,23.36006067,25.33012461,27.30018855,29.27025249,31.24031642,33.51311431,35.82182899,38.16646046,40.54700873,42.9634738,45.41585566,47.90415432,50.42836977,52.98850202,55.58455107,58.21651691,60.88439955,63.58819898,66.32791521,..
Afghanistan,AFG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.87080211,21.88130402,23.27419282,24.66743482,26.06769471,27.47541582,28.8840397,30.37464076,31.87385375,33.38186228,34.89884717,36.4251488,37.96080939,39.50601764,41.06096635,42.62602284,44.20121748,45.78912703,47.39066209,49.00616952,50.49964687,..
Afghanistan,AFG,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.32279761,19.32279761,20.66226531,22.00173302,23.34120073,24.68066843,26.02013614,27.36073275,28.70143991,30.0422576,31.38318584,32.72422461,34.06537391,35.40663376,36.74800414,38.08948507,39.43107653,40.77277853,42.11459106,43.45651414,44.79670034,..
Afghanistan,AFG,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.86371867,30.86371867,32.39546458,33.92721049,35.4589564,36.99070231,38.52244822,40.40061289,42.30527293,44.23642836,46.19407916,48.17822534,50.1888669,52.22600383,54.28963615,56.37976384,58.49638691,60.63950536,62.80911918,65.00522839,66.70919426,..
Afghanistan,AFG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.92753113,10.93879204,11.72537263,12.5121213,13.3059954,14.10727456,14.90905233,16.09387809,17.32239903,18.26376481,19.11514598,19.96687464,20.81883173,21.67101839,22.52343729,23.37620582,24.22920784,25.08389212,25.94051208,26.79895584,27.58895624,..
Afghanistan,AFG,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.195442146,8.195442146,8.950259702,9.705077257,10.45989481,11.21471237,11.96952992,13.22171963,14.53291829,15.47097889,16.29139344,17.111808,17.93222255,18.7526371,19.57305166,20.39346621,21.21388076,22.03429532,22.85470987,23.67512442,24.49553898,..
Afghanistan,AFG,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.5701547,20.5701547,21.41651418,22.26287367,23.10923315,23.95559264,24.80195213,25.64831161,26.4946711,27.34103059,28.18739007,29.03374956,29.88010904,30.72646853,31.57282802,32.4191875,33.26554699,34.11190648,34.95826596,35.80462545,36.38141,..
