Albania,80.135436,80.533022,80.955791,81.334282,81.710231,82.009211,82.2343,83.361624,83.333917,83.416926,83.528756,83.691074,83.652918,83.707429,84.249494,84.678267,85.052413,85.44531,85.765544,86.047386
Algeria,72.854115,73.716491,74.538624,75.217467,75.94082,76.518745,76.927154,77.23793,77.814889,78.752864,79.362624,79.825681,79.785149,80.548538,81.19455,82.114127,82.432133,82.43197,82.77979,83.123122
Angola,32.511353,32.265519,34.18891,38.358926,39.620626,40.85672,41.551956,43.25483,44.636624,45.946454,46.986003,48.157946,49.37411,50.236514,51.161812,52.005843,52.774308,53.741529,53.916247,54.494128
Antigua and Barbuda,75.203484,75.884001,76.801396,77.159355,77.737794,77.467203,77.147339,77.503245,77.727665,78.043193,78.161358,78.503223,78.784542,79.04739,79.448309,79.924921,80.386605,80.772774,81.258541,81.73869
Argentina,72.570527,72.83991,72.813219,72.931453,74.178875,74.448597,75.089476,74.045151,75.426685,76.122828,75.807744,76.340207,76.49646,76.625409,77.340021,77.188329,76.650249,77.726762,77.969309,78.412194
Armenia,65.288338,65.556263,65.548752,65.854419,66.204768,66.369138,66.656978,67.380006,67.117486,67.615341,68.352688,68.316841,69.214302,69.213254,69.59464,70.401364,70.574171,71.12487,71.286835,72.177495
Aruba,73.629297,73.873112,74.045928,74.217495,73.668829,74.32196,75.135776,75.947768,74.988569,75.809666,76.782576,77.078281,77.413382,77.564052,77.852705,78.18072,78.313225,78.85099,79.37593,79.775203
Australia,84.879325,85.266528,85.746027,86.08629,86.452861,86.748269,87.104641,86.92689,87.435193,87.492048,87.980749,87.946272,88.453262,88.457748,88.323313,88.182093,88.513384,88.702175,88.827328,88.147374
Austria,80.807417,81.64668,81.967865,82.140178,82.512272,82.75262,83.484839,83.712215,84.080628,83.518212,83.880746,84.595909,85.040095,85.418594,86.015968,86.059031,86.661851,87.035216,87.028248,87.575718
Azerbaijan,55.302202,56.432456,58.152059,59.127715,60.520778,60.923525,62.149051,62.989098,63.945038,64.63934,65.248073,66.10192,66.736984,68.012257,68.777928,69.249612,69.870729,70.925436,72.377426,73.381106
"Bahamas, The",67.517832,67.441661,67.650796,67.903451,68.087365,68.451955,68.444431,68.256868,67.969179,67.379619,67.635532,67.531389,67.774724,67.950532,68.434614,68.000032,68.430325,68.372979,68.749512,66.493093
Bahrain,80.639037,81.744027,81.960392,82.677625,83.000012,83.597067,83.98155,84.794951,85.849456,86.72269,87.43773,87.576268,87.802783,87.92342,88.028713,88.264105,88.462844,88.711875,89.03996,89.279293
Bangladesh,66.758418,66.829499,66.708297,66.369101,66.881772,66.611104,66.242957,65.103586,65.292342,66.200959,68.259725,68.517466,69.007915,67.975364,69.597261,70.718042,71.753651,73.045261,74.908517,74.527276
Barbados,75.03426,75.636487,75.964976,76.158028,77.095557,77.420802,77.422477,78.046155,78.119468,78.383514,78.892935,79.318096,79.593706,79.888748,80.143901,80.386516,80.663245,80.876747,81.149229,81.41558
Belarus,52.640006,51.87479,50.379827,51.33025,52.464886,52.094335,53.605088,55.721894,55.805003,56.365574,56.343169,56.877092,60.575081,61.978708,63.587789,65.109118,66.118266,66.884915,67.273839,65.941151
Belgium,80.549225,80.732224,81.108495,81.51171,82.187625,82.337346,82.76256,83.067795,82.700468,83.437202,83.87734,84.229361,84.217765,84.895792,85.568283,85.589614,85.985185,86.459404,86.81902,87.30219
Belize,64.863786,64.133554,64.264033,64.478802,65.027617,65.38714,66.224062,66.867966,67.523202,68.306618,68.838809,69.41562,70.514898,71.532098,70.201417,69.508162,69.890033,70.150709,70.370146,70.837826
Benin,50.441882,50.718932,50.972061,50.979448,51.353299,51.467468,51.947059,52.449635,52.456345,52.527999,53.25891,53.402058,54.163365,54.154858,54.552444,54.588254,54.983316,55.17294,55.830973,55.934755
Bhutan,57.471736,59.760803,60.743162,61.749276,62.690504,63.584546,64.417874,65.46092,66.44108,67.198385,68.137201,68.819781,69.605007,70.336188,70.955686,71.529373,72.026426,72.457076,72.890809,73.288371
Bolivia,57.247111,57.748214,58.198222,58.358229,59.024264,59.45103,59.972703,60.201661,60.703146,61.243621,61.466045,61.969639,61.990491,62.483959,62.72478,62.988572,63.570041,63.622133,63.624849,63.746767
Botswana,27.665475,27.031339,26.510559,27.021713,28.196114,29.423315,33.173993,36.697617,39.805352,41.401635,45.237056,45.558985,46.369958,47.863269,49.174469,52.953793,56.895671,59.849797,57.896638,56.585592
Brazil,66.348441,66.886511,67.05839,67.553448,67.977823,69.158974,69.536502,70.160491,70.818631,71.235955,71.472603,71.851648,72.160991,72.988921,73.820713,73.686866,73.626627,74.62652,75.231526,75.710605
Brunei Darussalam,75.33012,75.730806,76.016401,76.312783,76.496614,76.691412,76.811908,76.896544,76.953976,76.962028,76.979081,77.015431,76.978371,76.964553,76.950352,76.947813,76.968592,77.003339,77.034449,77.165098
Bulgaria,66.470231,66.38616,67.185006,67.42358,67.291092,67.073671,67.367737,68.196165,68.69542,69.125352,69.99903,70.374,70.92221,71.553003,70.819653,71.292433,71.094008,71.646132,71.68673,71.804344
Burkina Faso,41.883702,42.11656,42.406139,43.1913,44.059961,44.662878,45.750868,46.598934,47.864589,48.986787,49.56643,50.386331,51.122436,51.332401,51.992136,52.673699,53.343338,53.448668,54.246291,53.816967
Burundi,33.361443,34.690172,37.760292,39.65226,41.745111,43.268993,44.535857,45.973287,46.854561,48.003109,49.459883,50.426317,51.433847,52.468201,53.331286,52.84796,54.32704,55.468054,55.409225,56.284806
Cabo Verde,62.35327,64.953525,65.923772,66.868196,67.177595,68.841217,67.264776,67.657881,67.913262,67.975605,69.091131,70.72148,72.457365,72.467216,72.874821,71.603851,73.687253,75.272693,73.607101,73.901907
Cambodia,52.302779,54.214773,55.765368,57.686469,59.656403,60.70028,61.812785,62.822033,63.917382,65.318687,65.628047,66.440644,67.593136,67.737776,68.854349,69.004498,69.042322,70.039109,69.974848,70.239152
Cameroon,41.839139,42.06359,42.630977,43.336733,43.582016,43.959157,44.71737,45.087948,45.764474,46.404792,46.909538,47.767534,48.724773,49.755059,50.163878,51.234424,52.503146,53.492646,53.445797,54.517663
Canada,83.785565,84.088665,84.432425,84.548168,84.885244,85.108081,85.521734,85.59365,85.825029,86.335353,86.581013,86.881067,87.047931,87.097638,87.122853,87.188984,87.066966,87.038286,87.020919,87.415997
Central African Republic,27.789066,27.823348,27.729579,28.582433,29.08015,29.702013,30.198093,31.143736,32.008104,32.840936,33.631077,34.776226,35.661076,35.202649,33.797916,38.303219,38.873337,38.581527,39.761484,40.832801
Chad,37.274921,38.147109,38.146971,38.510654,38.012713,38.1066,37.397196,37.975734,38.235283,38.4763,38.879891,39.369448,40.066217,40.160253,40.646128,40.95669,42.209537,42.016823,42.689986,43.010705
Chile,78.601685,77.90322,79.144724,79.056901,79.554682,80.365752,80.985023,80.389906,80.795562,81.305478,81.570009,82.395759,83.091799,82.867183,83.299309,83.424862,84.065799,84.525548,83.636773,83.895709
China,73.736102,74.417991,74.974744,75.523298,76.062423,76.565825,77.209014,77.47703,77.612422,78.29073,78.618391,79.009244,79.332248,79.719766,80.123067,80.444375,80.717571,80.444696,81.393775,81.781895
Colombia,68.251744,68.699152,69.720699,70.794208,71.588112,72.492996,73.286634,73.98363,74.963724,75.951088,76.533192,77.132407,77.708382,78.173383,78.556116,78.846498,79.051767,79.223905,79.186051,79.119719
"Congo, Dem. Rep.",42.427859,42.962825,43.01141,44.03493,45.274979,46.009779,46.846486,47.519552,47.955131,48.368549,49.311926,50.330243,50.487681,51.035901,51.799341,51.875853,52.66954,53.400903,53.996539,54.238348
"Congo, Rep.",42.252055,43.848049,44.883319,46.302223,48.005031,49.911454,50.896969,51.832639,53.02905,54.092738,54.579647,54.748578,55.615184,55.598554,55.845406,56.795455,56.584493,56.778154,57.699195,54.719955
Costa Rica,82.63943,82.613531,83.064908,83.143869,83.428735,83.496011,83.169808,83.045527,82.750462,82.891664,82.881067,83.686812,83.461735,83.46727,82.380723,82.756726,83.198071,83.312333,83.278961,83.407979
